transcript	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0088166	0	0	0	1	0	1
FBtr0310646	842.962	42.698	16.1162	741.781	13.0102	22.9919
FBtr0073730	3305.04	1562.3	1941.88	3532.22	1439.99	1646.01
FBtr0079724	5040.25	13.9851	6.94196	0.0032576	36.2626	15.7999
FBtr0346454	18184.2	10.914	21.5754	18401.7	8.1359	8.21603
FBtr0100541	12368.5	18860.1	25244.5	30965.3	17729.6	23429
FBtr0343865	6	0	0	0	0	0
FBtr0079324	0	2	2	7	0	3
FBtr0079598	651	328	394.2	669	306.217	362
FBtr0081220	93.1073	0	15.4645	8.39697e-5	3.05765e-5	7.79551
FBtr0300823	9.08417e-5	0	0	67.8957	14.1078	0
FBtr0081221	68.2475	80.8975	50.9948	142.574	94.1015	124.622
FBtr0310645	41.645	70.1025	159.541	75.5065	93.977	73.5827
FBtr0081219	1.85033e-5	0	0	35.024	11.8137	0
FBtr0075314	305	126	158	319	124	179
FBtr0070136	118.494	42.7101	131.396	338.488	222	40.8119
FBtr0070137	325.332	50.8489	0	162.845	0	20.4965
FBtr0070135	82.1741	194.441	209.604	58.667	1.63084e-4	131.692
FBtr0076688	542.589	373.519	432	350.391	399.847	451.489
FBtr0346546	674.358	0	0	807.018	11.1531	0
FBtr0302935	632.632	212.059	343.427	632.576	213.103	218.235
FBtr0082329	81.3679	174.941	146.573	201.424	148.897	115.765
FBtr0344017	62.0598	0	11.8568	0	0	13.5796
FBtr0091678	1136.27	360.576	461.386	956.012	367.655	293.584
FBtr0344016	44.7931	20.7032	0	81.8683	28.1217	0
FBtr0342985	467.108	216.471	134.117	400.399	213.025	177.744
FBtr0071815	4456.09	495.213	617.107	2541.28	654.774	482.937
FBtr0071816	74.4272	1.12603e-6	44.1217	142.25	0	2.00499e-6
FBtr0071813	12373.3	5851.99	7812.78	21796.4	8544.45	8675.25
FBtr0342986	114.173	733.949	0.466658	0.202612	9.6393	587.101
FBtr0071814	723.969	73.3474	57.3357	1430.36	120.086	105.825
FBtr0083049	494	241.803	276.805	495	207	213
FBtr0079593	8.23129e-8	0	0	0	12.8729	0.535773
FBtr0332415	100	33.6277	36.8773	93	33.614	38.3222
FBtr0345640	2315.7	150.431	125.079	771.9	25.0426	100.354
FBtr0077562	1300.3	1424.57	1674.92	3055.1	1527.96	1515.65
FBtr0085387	686.173	256.977	363.864	542.684	229.006	208.011
FBtr0085386	1039.83	492.023	528.136	821.316	354.994	374.989
FBtr0085614	23.6252	19.9199	15.6205	17.8312	13.3122	15.8957
FBtr0303924	7	5	2	15	6	6.98839
FBtr0303923	0	0	0	0	0	0.0116089
FBtr0300811	980	527	627	965	486	463
FBtr0340626	0.857225	0	0	0	0	0
FBtr0340627	0	0	0	0	0	0
FBtr0340628	0.142775	0	0	0	0	0
FBtr0087784	4320.45	2224.21	3075.84	4185.49	2171.72	2809.26
FBtr0332882	1260.68	0	0	1291.55	0	7.74145
FBtr0339391	3.15393	662.791	473.159	37.3143	270.279	27.0052
FBtr0084095	265.733	62.3406	66.3991	175.299	54.7067	45.3382
FBtr0343807	0	0	0	0	0	8.56575
FBtr0343805	158.43	0.00492403	166.377	0.184047	269.304	407.21
FBtr0343806	1172.84	697.654	648.224	1646.52	504.989	266.886
FBtr0086801	14.5264	3.3846	7	20.264	6	2.99999
FBtr0344145	1	0	0	0	0	0
FBtr0100454	0	0	0	0	0	0
FBtr0082255	0	0	0	0	0	0
FBtr0082256	0	0	0	0	1	0
FBtr0100455	0	0	0	0	0	0
FBtr0088783	1181	602.394	686	1370	549	573.631
FBtr0301333	0.11715	0	0	0	0.102242	0
FBtr0332689	0.88285	0	0	0	0.897758	0
FBtr0086107	3299	1703	2115	4501	1772	1677
FBtr0072159	6	1	7	13	5	2
FBtr0076218	76.698	56.5513	16.1838	212.341	106.538	156.66
FBtr0076219	1472.3	808.449	974.816	1291.66	590.462	603.34
FBtr0113346	10	3	1	5	0	1
FBtr0100083	1	0	0	2	0	0
FBtr0079765	0	0	1	0	0	0
FBtr0071734	0	0	1	0	0	0
FBtr0071191	105.835	60.3236	86.7934	96.3	67.3619	63.604
FBtr0345988	66.1652	9.67636	19.2066	108.7	9.63811	19.396
FBtr0071902	185.122	54.1909	36.7379	103.782	10.4592	5.13584
FBtr0332909	600.878	333.809	533.262	421.218	229.541	315.864
FBtr0078892	6215	3879	4674	7902	3386	4172
FBtr0073061	0	1	0	0	0	0
FBtr0081973	4	2.899	0	1	0	4
FBtr0333190	0	3.101	1	0	1	0
FBtr0072990	410	181	286	448	133	208
FBtr0076205	169.96	13.1786	21.2877	104.755	8.98918	0
FBtr0076204	210.04	149.821	203.712	272.245	156.011	169
FBtr0081487	472.868	328.711	387.779	673.679	435.831	395.794
FBtr0331678	253.132	18.2893	18.2214	295.321	12.1692	12.2063
FBtr0086674	2566	1105	1392	1812	765	938
FBtr0113686	56	26	35	41	27	26
FBtr0113685	0	0	0	0	0	0
FBtr0072069	18.4521	14.6799	0	0	20.8481	29.8521
FBtr0072067	0	0	1.10936e-5	7.56035e-5	16.465	0
FBtr0072070	611.537	227.355	305.622	931.416	279.181	339.593
FBtr0332926	0	0	0	19.3264	40.6324	0
FBtr0072068	100.011	61.2977	15.5292	104.258	59.7194	0
FBtr0072066	0	1.66711	83.8488	1.63248e-6	0.154422	20.5547
FBtr0087059	2027	932	1125	2246	972	1072
FBtr0074966	575.609	342.017	456.68	974.119	398.081	458.479
FBtr0333896	721.391	98.983	82.3198	409.881	65.9191	49.521
FBtr0302288	0	0	0	1	0	0
FBtr0086613	128	63	75	54	26	18
FBtr0091795	0	27.6627	20	21.1027	7.09878	18.6612
FBtr0300891	1.9522	0	0	12.0788	0.421704	0
FBtr0091794	0	0	0	0	1.73267	0
FBtr0091793	0	1.66863	0	7.49788	1.45958	1.66938
FBtr0300892	0	0	0	4.82266	0.194486	0
FBtr0091792	36.0478	0	0	0	9.90052	0
FBtr0301734	160	93	128	186	72	100
FBtr0342889	128.434	45.5389	64.9056	77.6475	24.0342	85.2818
FBtr0071618	138.566	63.4611	64.0944	221.352	78.9658	47.7182
FBtr0344856	0	0	0	0	0	0
FBtr0329838	0	0	0	11.0395	10.6036	0
FBtr0329840	0	1.42248e-7	9.35807e-8	0	0	0
FBtr0332236	0	0	0.00693753	20.2966	23.7549	24.2798
FBtr0329844	261.831	105.477	183.38	261.358	152.683	184.218
FBtr0329839	52.3267	52.582	0	104.653	52.5384	3.26141e-8
FBtr0329842	0	0	0	0	0	0
FBtr0332237	0	0	0	0	0	0
FBtr0336736	324.843	139.734	139.583	1023.65	489.42	402.503
FBtr0329846	0	0	0	0	0	0
FBtr0329845	0	0	0	0	0	0
FBtr0329843	0	51.2067	35.0296	0	0	0
FBtr0082799	6458.65	2005.75	2490.11	5411.9	2455.42	1679.02
FBtr0082797	11.4601	1529.23	1901.54	2341.91	1180.06	1523.9
FBtr0346346	2.65619e-8	1515.27	1685.61	46.0358	1165.74	976.471
FBtr0346347	9968.89	1793.75	1982.74	7995.16	1240.78	1264.61
FBtr0084420	0	0	0	1	0	1
FBtr0074230	1863	747	872	1513	765	699
FBtr0112400	145.904	1.03044	5.06827	82.1113	2.02712	5.13937
FBtr0331156	8	0	4	0	11.2463	10.4984
FBtr0331157	8	0	4	0	11.2463	10.4984
FBtr0343982	0	8.82779	0	47.5231	0	0.00311284
FBtr0332994	0	3.17221	0	9.47685	3.50733	0
FBtr0070707	478.647	60.3809	61.8748	269.388	59.6629	64.3254
FBtr0070704	926.843	7.28508	0	540.382	0	0
FBtr0070706	6927.48	3155.35	4136.3	8722.86	2910.99	3200.51
FBtr0307065	0	0	0	0	0	0
FBtr0300565	0	141.476	64.4422	0.145104	0.00309399	74.1205
FBtr0346714	1583.21	1008.28	1203.76	4.02965	0.00386863	0.0093228
FBtr0339597	0	0	0	0	44.87	1.02187e-6
FBtr0344276	1375.1	39.4307	183.778	1631.68	94.1941	53.0638
FBtr0082092	0	0	0	7.21829e-6	2.8233e-4	1.87168e-4
FBtr0344275	3.33239e-5	0	0	0	0	0
FBtr0300564	73.1201	0.0577894	0.0749129	0.0993789	0	8.24227e-6
FBtr0344277	213.968	70.0011	130.794	1013.81	611.675	647.205
FBtr0305273	0	0	0	0	0	0
FBtr0114644	0	0	0	1	0	0
FBtr0078384	1.02941e-4	2.64665	16.76	0.0223873	110.56	101.594
FBtr0078383	483.71	61.8512	62.7058	159.869	83.2741	75.0163
FBtr0305331	705.29	332.502	385.534	885.109	234.166	232.389
FBtr0346513	0.300033	0	0	0.475608	0	0
FBtr0333152	0	1.34403	0	0	0.665873	0
FBtr0112510	5.6419	0.367179	2.66667	7.25387	2.07793	1
FBtr0087297	197.611	315.795	301.433	541.917	489.486	411.525
FBtr0087296	1819.39	780.205	1147.57	1592.08	601.514	834.475
FBtr0332380	0	0	1	2	1	1
FBtr0077024	1	0	1	1	1	0
FBtr0078507	0	0	0	0	0	0
FBtr0084821	1	0	0	0	0	0
FBtr0071309	0	1	0	1	0	0
FBtr0346164	1	0	0	0	0	0
FBtr0082010	1735	968	1027	1469	604	732
FBtr0086091	736.145	26.2702	64.5385	237.864	38.6395	13.3744
FBtr0086092	2318.86	720.73	784.462	1757.14	697.36	660.626
FBtr0079762	8.897	0	8.8737	10.5879	3.51848	5.2514
FBtr0299772	0.0108347	0	0	0	0	0.017557
FBtr0299771	1.0194	0	0	0	0	1.44295
FBtr0299768	0	0	3.2758e-6	0	0	0
FBtr0345263	3.22808e-7	0	0	0	0	7.12892e-7
FBtr0305057	0	0	0	0	5	0
FBtr0305058	90.9698	4	5	18	0	1.53949
FBtr0070184	0	0	0	1	0	0
FBtr0310497	14	5	6	8	2	2
FBtr0075590	5.83047	0	0	17.4914	5.90927	7.91288
FBtr0332094	3.16953	4	7	1.5086	1.09073	1.08712
FBtr0088695	672	273	339	710	289	282
FBtr0346507	1.92877	6.70464	8.90381	9.40638	17.8323	4.22188
FBtr0346508	46.8887	6.74964	13.4717	46.9507	0	6.75373
FBtr0302176	24.5032	18.25	33.2066	29.3858	10.9696	16.9061
FBtr0088450	2682.17	1087.75	1361.68	3018.74	1178.02	1224.09
FBtr0331955	0	0	0	0	0	0
FBtr0085033	0	0	0	1	0	0
FBtr0081690	0	0	0	0	0	0
FBtr0080434	1514.71	598	729.816	1936.76	768.965	717.979
FBtr0112501	25	13	17	71	32	55
FBtr0088394	273.878	19.4458	12.7757	152.046	11.26	9.98612
FBtr0088393	348.298	211.47	265.936	487.789	206.674	255.467
FBtr0077210	38.9426	0	0	14.283	0	0
FBtr0077204	0	0	0	0	0	0
FBtr0077208	267.445	48.6622	43.5898	382.781	49.4083	109.687
FBtr0307526	15.0122	1.91914e-6	2.74389e-8	2.13851e-6	7.48606e-7	2.88568e-7
FBtr0077205	0	0	0	0	0	0
FBtr0077209	0.00621908	1.34959e-5	0	1.16203e-5	0.00171625	0
FBtr0077206	1.37322e-5	0	0	0	0	0
FBtr0307527	2.68418e-6	55.6313	0.843869	7.99846	65.5249	3.81854
FBtr0077207	90.9051	0	42.2078	38.7335	13.2572	3.09335e-7
FBtr0307528	229.236	218.269	198.424	272.183	130.781	191.988
FBtr0307524	76.9183	0	0	0	0	0
FBtr0077203	58.6922	38.4377	85.4055	30.6061	75.0271	23.5064
FBtr0307529	0	0	0	0	0	0
FBtr0307525	74.8415	0	55.5288	104.416	0	0
FBtr0308086	19.2884	4.79069	0	27.9011	0	0
FBtr0300799	145.138	97.6447	64.2821	558.227	12.3046	96.2341
FBtr0333671	18.3435	0	0	48.0294	0	9.45667
FBtr0300797	0	43.8649	0	24.9891	16.2191	0
FBtr0300798	0	0	0	0	0	0
FBtr0308087	34.2281	0	13.2892	0	0	0
FBtr0089119	60.016	5.91743	4.26724	18.1034	10.0116	3.1177
FBtr0300796	0	0	0	0	0	0
FBtr0300800	1068.46	210.782	307.511	742.72	383.03	269.923
FBtr0089116	104.529	0	30.6507	46.0308	13.4351	20.2688
FBtr0113033	47	13	16	32.5	13.5	13
FBtr0452145	47	13	16	32.5	13.5	13
FBtr0332591	21.131	0	0	33.9629	0	0
FBtr0074079	4229.65	1420.18	1667.01	3819.3	1310	1393.6
FBtr0332592	46.2226	28.8238	22.9923	34.7343	0	17.4041
FBtr0086996	0	0	0	0	1	0
FBtr0336954	3	1	3	2	3	0
FBtr0346809	0	0	0	0	0	0
FBtr0308827	218.949	66.9697	69.268	216.032	180.941	185.307
FBtr0084137	1999.48	869.847	1180.23	3291.48	1318.35	1555.77
FBtr0308826	153.569	77.1831	93.5053	355.485	183.708	93.925
FBtr0071541	1567	988	1200	2128	1258	1303
FBtr0336859	0	0	2	0	0	0
FBtr0336860	0.891165	0.588791	0	1.70836	0	0.605539
FBtr0080707	2.10883	1.41121	0	4.29164	3	1.39446
FBtr0290334	0	0	0	0	0	0
FBtr0290335	5.43635	0	0	2.71818	0	0
FBtr0308597	0	0	0	0	0	0
FBtr0301944	1.56365	0	0	5.28182	0	0
FBtr0080480	0	0	0	0	0	0
FBtr0081576	3.00137	46	51	11.4286	27	27
FBtr0339734	86.9986	0	0	74.5714	0	0
FBtr0084804	0	0	0	0	0	0
FBtr0332163	0	0	0	0	0	0
FBtr0303731	0	0	0	0	0	0
FBtr0086044	6135.3	2048.44	2231.38	6808.48	2281.91	2118.77
FBtr0335270	388.272	49.4335	31.0964	102.138	39.6127	35.8312
FBtr0070437	0	0	0	0	0	0
FBtr0302447	0	0	0	3.4324	0	0
FBtr0302449	10	7	8	8.42642	0	8.98017
FBtr0302448	0	0	0	4.14119	7	0.0198316
FBtr0087862	359.523	130.459	145.666	419.852	122.136	141.328
FBtr0302455	0.0116908	0	0	52.8087	0	0
FBtr0087864	59.9153	65.541	85.3339	15.8811	36.8644	51.6722
FBtr0087863	5.5501	0	0	5.45798	0	0
FBtr0072962	8	2	3	5	4	3
FBtr0076847	4242	2348	3072	5454	2442	2482
FBtr0336754	0.395643	5	5	6.33557	0	13
FBtr0081966	21.6044	0	0	21.6644	6	0
FBtr0070293	0	0	0	0	0	0
FBtr0070294	192	136	158	212	143	114
FBtr0074896	3628.04	1005.25	1312.95	4557.6	1177.19	1412.87
FBtr0331800	635.962	313.755	216.047	147.397	252.81	241.134
FBtr0072564	395	275	389	632	312	318
FBtr0074785	106.252	108.114	132.083	87.838	69	119
FBtr0346015	92.2855	3.8864899999999998	1.91708	52.162	0	0
FBtr0074474	0	0	1	0	0	0
FBtr0331811	42.986	226.283	271.191	219.189	180.063	227.905
FBtr0075141	604.014	104.717	147.809	422.811	121.937	96.0946
FBtr0088926	466	191	241	417	161	162
FBtr0301134	3.00486e-4	1.92931e-4	0.00371942	217.817	0	233.619
FBtr0085069	2504	1122	1324	2642.18	1243	953.381
FBtr0078288	275.822	220	280	326.052	195	183.532
FBtr0304820	164.178	0	0	143.948	0	22.4676
FBtr0301448	0	4.80033	17.8295	37.3039	4.90501e-4	0
FBtr0301447	227.715	213.789	263.275	194.541	134.186	146.355
FBtr0301446	281.285	13.4104	39.8952	159.155	60.8139	75.6452
FBtr0345944	10.8103	5.16272	1.37212	16.0757	1.97042	0
FBtr0345943	43.1897	4.83728	6.62788	23.9243	9.02958	9
FBtr0301526	0	2	3	3	1	2
FBtr0089287	0.136192	0	0	0	0	0
FBtr0337061	2.86381	0	0	0	0	0
FBtr0075653	3.75206	0	1.882	0.948113	0.949658	0.932995
FBtr0075654	0.247943	0	0.118002	0.051887	0.0503417	0.0670048
FBtr0329941	957.716	132.633	127.547	656.694	105.795	95.1659
FBtr0079301	621.642	265.916	342.383	728.657	312.106	186.579
FBtr0329942	517.08	228.049	262.955	776.418	262.859	132.192
FBtr0079300	391.281	418.201	480.058	590.616	528.12	491.532
FBtr0329943	391.281	418.201	480.058	590.616	528.12	491.532
FBtr0076933	0	0	0	0	0	0
FBtr0078830	132.856	78.7441	98.7307	56.654	93.2432	101.97
FBtr0078828	526.332	556.34	766.23	561.642	502.266	582.385
FBtr0078829	945.812	263.915	305.04	971.704	191.491	117.645
FBtr0343392	0	1	0	0	0	0
FBtr0081279	848	436	514	982	371	467
FBtr0309241	31.5362	521.788	716.263	1250.99	654.006	402.035
FBtr0085444	296.007	926.845	1274.9	60.1017	734.37	906.192
FBtr0085446	0.160412	120.956	110.653	0	18.7184	116.602
FBtr0085442	2339.31	418.291	362.65	2816.93	289.465	17.1768
FBtr0085445	0	88.4839	23.4035	20.2119	29.4624	118.625
FBtr0085443	2287.73	22.6352	230.13	1597.08	461.413	626.368
FBtr0088549	106.594	5.95844e-4	45.6912	814.442	151.023	150.806
FBtr0306808	35.9275	19.0862	54.1863	96.5955	41.166	20.6229
FBtr0088548	4819.27	1884.71	2198.92	4889.84	2024.97	1962.53
FBtr0088550	4808.2	2224.86	2857.23	9652.93	3540.23	4365.04
FBtr0339384	108.002	58.3393	43.9718	76.2002	46.6075	7.30776e-7
FBtr0072788	149.571	33.954	82.6331	97.6844	47.6412	50.8377
FBtr0332877	60.0573	101.107	22.4528	31.878	0	28.9571
FBtr0332876	154.371	46.7512	80.9954	85.4376	49.7973	74.0595
FBtr0330391	205.942	84.9369	60.8753	118.658	79.4968	71.5
FBtr0070244	205.942	84.9369	60.8753	118.658	79.4968	71.5
FBtr0345507	353.729	0.146683	57.2679	373.435	0.0352698	0
FBtr0343114	7.49497e-4	2.595e-4	0	0	2.14031e-4	0
FBtr0081125	5.42284	2.01866	1.2488	7	2.99979	0
FBtr0343113	0.576409	1	1.75648	0	0	0
FBtr0088203	2	0	0	0	0	0
FBtr0301738	0	0	0	0	0	0
FBtr0340494	0	0	0	0	1	0
FBtr0071336	4	1	0	1	0	0
FBtr0077408	309	182.818	250.294	317	169.886	156.601
FBtr0082719	629	323	426	519	263	310
FBtr0073257	1	0	0	1	3	3
FBtr0086736	12.343	7.95503	7.55885	46.7826	18.528	8.30747
FBtr0086740	37979.7	4379.17	4484.05	26271.5	5239.2	4898.22
FBtr0086738	24290.9	20790.9	26523.4	45993.7	24192.3	25822.5
FBtr0336484	148.553	48.1179	58.2562	17.0467	123.367	53.6528
FBtr0100617	131.475	0	0	137.076	43.7958	12.4325
FBtr0078907	28.8771	0	10.545	22.4604	10.2095	10.8417
FBtr0336483	760.096	348.882	398.199	862.417	192.628	261.073
FBtr0300890	180	106.895	117	215.299	87.5619	95.6286
FBtr0087788	0	9.1046	0	14.7015	36.4381	18.3714
FBtr0333952	883.751	102.824	93.7022	429.342	107.186	98.3914
FBtr0333962	0	2.12792e-6	2.98956e-6	1.49573	6.77281e-6	0.0422013
FBtr0333960	0.00563635	0	0	0	0	0
FBtr0333957	0	0	6.85331	39.7443	0	0
FBtr0333954	0	0	8.6405	0	0	17.2598
FBtr0333956	0	22.2991	69.2977	0	6.59739	9.74657
FBtr0333958	2722.57	1415.94	1670.88	3386.69	1431.23	1175.3
FBtr0333953	1.47015e-4	0	0	0	0	0
FBtr0333961	18.9436	3.96383	5.30648	21.7317	10.6811	5.26172
FBtr0333959	0	0	6.51571e-7	0	9.30945	1.79075e-4
FBtr0333955	14.7301	13.9719	7.32176	0	0	1.24765e-5
FBtr0088331	2	0	1	0	0	1
FBtr0088330	1	0	0	0	1	0
FBtr0299623	1049.64	481.298	588.147	1602.27	519.809	431.573
FBtr0299624	1923.98	792.783	1104.48	2110.27	1102.92	1063.77
FBtr0299622	64.5075	23.5235	23.4264	120.452	42.035	27.4776
FBtr0299625	0	56.2624	81.5444	0	5.3453e-5	45.5235
FBtr0339261	129.06	50.5479	29.2094	38.55	44.1392	9.67763
FBtr0333266	11.9172	0	0	0	6.76879	0
FBtr0333267	4235.21	724.686	896.583	2788.2	915.807	640.098
FBtr0072589	5317.87	3348.31	3976.42	7675.8	3794.42	3047.9
FBtr0305556	0	0	1	1	0	1
FBtr0072219	7159.6	4392.46	5451.1	10687.6	4623.29	5637.52
FBtr0305990	113.52	34.8011	23.23	58.4898	76.8528	81.7146
FBtr0305989	1226.88	30.7319	20.6642	1143.92	55.8599	30.7623
FBtr0342704	0	0	0	0	0	0
FBtr0086258	18	2	11	10	5	3
FBtr0307759	0	5.80246	30.3632	71.5513	11.969	32.2368
FBtr0084065	139.124	45.045	83.3731	145.082	79.3321	101.279
FBtr0084067	147.507	90.8897	93.4189	142.182	70.4278	40.2571
FBtr0084070	497.517	175.56	230.489	473.711	165.084	161.396
FBtr0084077	74.1102	43.482	46.3777	66.9284	24.3011	41.7615
FBtr0084072	70.6055	36.8666	41.3144	73.4675	11.3968	40.9168
FBtr0084073	497.299	267.362	350.057	570.588	194.553	258.685
FBtr0084066	193.868	46.8489	53.1032	141.451	94.4538	75.2613
FBtr0084078	230.344	102.638	115.415	236.348	87.8797	119.944
FBtr0084079	1251.17	644.171	873.477	1115.74	626.713	668.557
FBtr0114360	78.3083	79.6426	119.632	78.4867	99.8282	37.817
FBtr0307760	0	10.8519	8.6716	0	0	0
FBtr0084081	92.0424	176.032	223.232	232.242	169.602	159.486
FBtr0343765	47.6973	19.8235	28.9625	74.4761	37.0221	38.1939
FBtr0084064	26.9343	69.8848	67.4551	125.798	45.5199	49.5834
FBtr0084085	54.4318	8.23846	34.6036	44.0986	22.3474	21.0239
FBtr0084083	0	72.406	8.67127	0.751438	32.9877	13.0265
FBtr0114361	184.773	106.259	112.359	230.283	95.1994	88.3976
FBtr0084071	0	0	0	74.1276	0	0
FBtr0084084	0	48.9041	23.6623	0	0.0250292	14.9193
FBtr0084069	65.7304	55.6013	87.8552	150.97	81.81	62.155
FBtr0084080	13.749	0	12.1662	0	6.81688	0
FBtr0084074	29.9004	41.6964	55.6621	0	45.465	42.3079
FBtr0084075	395.114	308.361	389.514	775.523	334.194	303.357
FBtr0084062	313.455	169.65	239.795	462.741	126.822	169.281
FBtr0114359	19.4112	15.2212	21.4737	0	0	18.3603
FBtr0084068	80.914	70.14	62.6177	214.585	78.9028	84.3638
FBtr0084063	152.958	80.3252	77.8435	233.37	101.398	85.0236
FBtr0084082	231.55	149.223	241.727	367.241	196.639	154.037
FBtr0084060	69.1773	4.1398	11.5504	43.5685	7.96085	9.11816
FBtr0084061	57.3411	60.1099	66.4981	125.122	50.7465	73.2509
FBtr0082978	979.904	664.852	402.412	1524.41	286.651	451.422
FBtr0082979	2200.1	838.148	1320.59	1692.59	1157.35	1007.58
FBtr0304634	0	0	0	0	0	0
FBtr0304635	0	0	0	0	0	0
FBtr0343117	1164.68	0	32.5498	420.58	16.2976	32.6735
FBtr0089628	1729.32	1134	1414.45	2117.42	872.702	900.326
FBtr0334574	745.702	386.872	548.646	990.223	520.882	406.927
FBtr0334576	3.66925e-5	0	0	0	0	0
FBtr0334577	1.99131e-6	0	0	5.06563e-5	0	0
FBtr0334575	632.298	307.128	329.354	777.777	214.118	298.073
FBtr0078208	19	6	4	7	5	6
FBtr0307394	49.0161	42.1298	23.4044	62.5284	23.6967	33.4984
FBtr0100010	522.639	225.483	296.694	353.01	145.847	198.875
FBtr0290267	24.476	0	0	18.9923	5.86755	0
FBtr0081021	449	204.718	207.48	314.506	190.048	181.615
FBtr0081022	228.563	70.7426	121.31	389.795	118.058	109.828
FBtr0340182	97.075	0	17.128	113.441	0	0
FBtr0330341	0.666667	0.333333	0	0.333333	0	0.333333
FBtr0334765	0	0	0	0	0	0
FBtr0346866	0.666667	0.333333	0	0.333333	0	0.333333
FBtr0330340	0.666667	0.333333	0	0.333333	0	0.333333
FBtr0079832	0	0	0	0	0	0
FBtr0080478	357	129	135	333	125	123
FBtr0076185	4.03156	1.817	1.47753	2.75453	1.20946	1.40563
FBtr0345037	19.9684	9.183	7.52247	15.2455	6.79054	6.59437
FBtr0076310	0	0	0	0	0	0
FBtr0331552	0	0	0	0	0	0
FBtr0076308	0	0	0	0	0	0
FBtr0076309	0	0	0	0	0	0
FBtr0070270	965.883	934.927	993.593	1213.54	666.846	714.029
FBtr0333115	1035.81	90.8698	144.621	666.347	130.953	68.9437
FBtr0085157	22	0	10	27	11.0676	0
FBtr0334728	0	11.1327	0	0	0	9
FBtr0333180	229.232	755.324	1135.04	632.94	971.46	687.6
FBtr0333179	118.145	0	16.5354	102.266	0	23.5761
FBtr0100538	1753.37	433.421	388.727	927.098	461.138	159.176
FBtr0333181	483.57	1.30151	113.549	1349.42	51.8921	375.137
FBtr0333182	195.915	5.82804	0	322.1	19.998	14.2575
FBtr0077342	144.767	31.1261	20.1466	101.176	36.5117	12.2536
FBtr0303582	0	0	0	0	0	0
FBtr0100508	20.6471	15.9931	31.8909	0	0	0
FBtr0073321	0	65.2736	20.9755	39.4117	0	0
FBtr0343995	57.6339	3.37035e-6	0.0124406	0.00320526	0	0
FBtr0304989	190.867	44.1877	58.0879	151.765	24.451	46.1251
FBtr0302594	0	102.799	193.144	2.69982e-8	26.9298	16.5669
FBtr0100507	0	53.4857	6.84966e-7	4.09927e-4	11.4729	0.164215
FBtr0304990	645.073	113.26	143.889	71.672	41.1463	0
FBtr0100504	38.3713	3.59472e-4	1.2487e-6	0	1.48979e-8	16.1438
FBtr0100505	112.408	0	0	19.1474	0	0
FBtr0306974	352.343	198.854	243.723	249.73	171.768	191.635
FBtr0346589	142.688	0	4.95772	147.608	0	0
FBtr0331628	594.045	633.821	731.732	601.706	457.634	544.052
FBtr0077647	520.955	66.7292	137.871	377.294	64.8449	57.4423
FBtr0344864	60.6465	72.4509	105.471	109.266	63.3077	89.3346
FBtr0290281	104.354	9.54911	9.52877	189.734	47.6923	28.6654
FBtr0343739	53.0522	110.966	60.2486	64.6917	49.1983	64.6875
FBtr0079885	275.71	2.82681e-5	3.98402e-4	4.58569	1.66322	0
FBtr0079886	345.197	125.747	337.033	339.005	186.492	141.411
FBtr0343738	168.368	0	0	398.499	0	0
FBtr0079887	387.978	355.681	385.343	628.621	498.483	521.236
FBtr0078137	154.378	0	0	164.039	0	26.4938
FBtr0343780	105.284	0	0	124.514	0	0
FBtr0343779	44.2167	134.276	180	4.75558e-4	120	122.528
FBtr0074411	2.18718	1.00936	2	2.20463	0	2.22347
FBtr0080873	1136.54	1066.01	1280.03	2035.24	1598.19	1252.28
FBtr0301144	252.262	64.0091	206.922	220.12	0	79.1351
FBtr0080874	54.916	13.6877	13.7954	82.374	55.2425	13.8369
FBtr0337091	2058.28	249.294	257.253	1932.26	354.572	236.752
FBtr0080962	0	0	0	0	0	0
FBtr0073225	223.151	0	0	216.261	0	0
FBtr0073226	198.849	173	218	85.7392	130	145
FBtr0433523	0	0	0	0	0	0
FBtr0343755	142.595	33.9514	50.8281	132.04	20.1456	35.7045
FBtr0072480	384.384	368.119	420.095	418.324	189.061	416.47
FBtr0346614	21.3663	61.4245	17.8489	37.0651	41.9576	0
FBtr0072481	824.249	190.061	366.056	791.611	303.981	221.53
FBtr0310005	5.34202	0	0	0	1.00103	1.34011
FBtr0310006	0	1.32684	0	0	0	0
FBtr0075285	0	1.15382	0	0	0	0
FBtr0333861	0	5.5206	0	3.92084	0	0
FBtr0113427	0	0	0	3.0736	0	2.00327
FBtr0113428	0.662869	0	0	2.46377	0	0.663114
FBtr0290066	0	0	0	0	0	0
FBtr0075761	0	0	0	0	0	0
FBtr0075762	8	4	10	7	2	3
FBtr0075763	0	0	0	0	0	0
FBtr0072371	5	5	3	5	3	6
FBtr0085865	390	212	270	480	220	208
FBtr0073355	0	0	0	1	0	0
FBtr0081351	0	0	0	0	0	0
FBtr0339232	0	0	0	0	0	0
FBtr0346419	0	0	0	0	0	0
FBtr0083277	842.23	497.323	685.239	1166.15	420.588	536.575
FBtr0301049	0	0	0	6.52632	0	0
FBtr0112592	0	0	0	2.47368	2.29037	0
FBtr0333005	3	2	1	0	0.709635	1
FBtr0334896	0	2	0	1	1	0
FBtr0344217	1	0	0	0	0	0
FBtr0334897	0	0	0	0	0	0
